mtitle,budget,rating,genre
"Sum of All Fears, The",68000000,6.6,"Mixed"
"Sumas y restas",1500000,6,"Drama"
"Summer Catch",17000000,4.5,"Mixed"
"Summer Holiday",2258325,5.7,"None"
"Summer Solstice",300000,2,"Drama"
"Summer Sonata, A",2000,10,"Mixed"
"Summer of Sam",22000000,6.5,"Mixed"
"Summer's Gone",15000,6,"None"
"Sunday",450000,7.1,"Mixed"
"Sunday Morning Stripper, The",22000,7.9,"Mixed"
"Sunset Blvd.",1752000,8.6,"Drama"
"Sunshine Deli and Grocery, The",300000,8.3,"Comedy"
"Sunshine State",5600000,7,"Drama"
"Super Mario Bros.",42000000,3.6,"Mixed"
"Super Size Me",300000,7.7,"Documentary"
"Super Troopers",3000000,6.3,"Comedy"
"Superbeast",275000,1.5,"None"
"Supergirl",35000000,3.9,"Action"
"Superman",100000,7.5,"Mixed"
"Superman",55000000,7.1,"Action"
"Superman II",54000000,6.5,"Action"
"Superstar",14000000,4.5,"Comedy"
"Superstarlet A.D.",16000,5.4,"Mixed"
"Supervixens",250000,5.8,"Mixed"
"Surface Calm",15000,5.1,"Mixed"
"Surviving Picasso",16000000,6.1,"Mixed"
"Susan Lenox (Her Fall and Rise)",580000,6.2,"Mixed"
"Suspect Zero",27000000,5.7,"Drama"
"Suspended Animation",1900000,5.2,"None"
"Sutter's Gold",2000000,5.9,"None"
"Suzy",614000,6.2,"Drama"
"Svoi",2500000,8.4,"Mixed"
"Swamp Thing",3000000,5,"None"
"Swarm, The",21000000,3.8,"Action"
"Sweepers",12500000,3.9,"Action"
"Sweet Angel Mine",5000000,5.3,"None"
"Sweet Charity",20000000,6.8,"Mixed"
"Sweet Hideaway",350000,1.9,"Comedy"
"Sweet Home Alabama",38000000,5.8,"Mixed"
"Sweet November",40000000,5.5,"Mixed"
"Sweet Sweetback's Baad Asssss Song",150000,5.3,"Drama"
"Sweetest Thing, The",43000000,4.7,"Mixed"
"Swept Away",10000000,3.8,"Mixed"
"Swimfan",8500000,4.5,"Drama"
"Swimming with Sharks",700000,7.1,"Mixed"
"Swing Time",886000,7.7,"Mixed"
"Swingers",200000,7.6,"Mixed"
"Swinging Cheerleaders, The",150000,4.2,"Comedy"
"Swiri",5000000,6.6,"Mixed"
"Switchback",38000000,6.1,"Action"
"Switchblade Sisters",320000,5.7,"Mixed"
"Swoon",250000,7,"Drama"
"Swordfish",80000000,6.2,"Action"
"Swordswallowers and Thin Men",2500,8.2,"None"
"Sylvia Scarlett",1000000,6,"Mixed"
"Symphony of Six Million",270000,6.3,"Drama"
"Sztuka spadania",100000,7.6,"Mixed"
"T2 3-D: Battle Across Time",60000000,7.2,"Mixed"
"THX 1138",777000,6.5,"Drama"
"Tabu",150000,7.8,"Mixed"
"Tadpole",150000,6.3,"Mixed"
"Taegukgi hwinalrimyeo",12800000,8.5,"Mixed"
"Tai yang zhi zi",35000000,4.8,"Action"
"Tailor of Panama, The",18000000,6.1,"Mixed"
"Take Me Out to the Ball Game",1725970,6.8,"Comedy"
"Take Me Somewhere Nice",8000,8.8,"Mixed"
"Take a Giant Step",300000,5.6,"Drama"
"Take the Money and Run",1500000,7.3,"Comedy"
"Tale of the Mummy",8000000,3.7,"None"
"Talented Mr. Ripley, The",40000000,7,"Drama"
"Tales from the Hood",6000000,5.1,"Action"
"Talk Radio",4000000,6.9,"Drama"
"Talk to Taka",100000,3.7,"Mixed"
"Tall Tale",32000000,4.8,"None"
"Taming of the Shrew, The",504000,6.2,"Comedy"
"Taming of the Shrew, The",4000000,6.9,"Mixed"
"Tang shan da xiong",100000,6.3,"Mixed"
"Tango & Cash",55000000,5.4,"Mixed"
"Tank Girl",25000000,4.6,"Mixed"
"Taras Bulba",7000000,6,"Mixed"
"Target Earth",85000,5.8,"None"
"Targets",130000,7.4,"None"
"Tart",3300000,4.6,"Drama"
"Tarzan",150000000,7.1,"Animation"
"Tarzan and His Mate",1279000,7.4,"Action"
"Tarzan and the Lost City",20000000,3.6,"Action"
"Tarzan and the Mermaids",1000000,5.5,"Action"
"Taste of Blood, A",65000,2.4,"None"
"Tattooed Stranger, The",124000,6.5,"Drama"
"Taxi Driver",1300000,8.5,"Drama"
"Taxman, The",1000000,5.7,"Mixed"
"Tea with Mussolini",12000000,6.7,"Mixed"
"Tea with Tiffany",10000,9.5,"Short"
"Teacher's Pet",10000000,5.6,"Mixed"
"Teaching Mrs. Tingle",13000000,5,"Comedy"
"Team America: World Police",30000000,7.3,"Mixed"
"Tears of the Sun",70000000,6.2,"Mixed"
"Ted Bundy",1200000,5.2,"Drama"
"Teen Wolf Too",3000000,2.7,"Comedy"
"Teenage Cave Man",70000,3.1,"None"
"Teenage Monster",57000,3.3,"None"
"Teenage Mutant Ninja Turtles",13500000,5.5,"Action"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",25000000,4.6,"Action"
"Teenage Thunder",46000,4.5,"Drama"
"Tehran 7:00 a.m.",500000,6.9,"Drama"
"Tell Me That You Love Me",1000000,3.4,"Mixed"
"Tell Them Johnny Wadd Is Here",12000,4.6,"None"
"Telling Lies in America",4000000,6.4,"Drama"
"Temp, The",15000000,4.9,"Drama"
"Temporary Girl",250000,7.5,"Mixed"
"Temptress, The",669000,7.3,"Mixed"
"Ten Commandments, The",1800000,7.5,"Drama"
"Ten Commandments, The",13500000,7.7,"Drama"
"Ten to Chi to",42000000,6.4,"Mixed"
"Tentacoli",750000,2.8,"None"
"Terminal Choice",3900000,5.1,"None"
"Terminal USA",365000,6.9,"None"
"Terminal, The",60000000,7.1,"Mixed"
"Terminator 2: Judgment Day",100000000,8.2,"Mixed"
"Terminator 3: Rise of the Machines",175000000,6.9,"Action"
"Terminator, The",6400000,7.9,"Mixed"
"Terrible Truth, The",1000,3.7,"Mixed"
"Terror Tract",11000000,5.6,"Comedy"
"Terror Train",3500000,5.2,"None"
"Terror in a Texas Town",80000,6.7,"None"
"Terror of Tiny Town, The",100000,3,"Comedy"
"Terrorists",80000,9.4,"Comedy"
"Tess of the Storm Country",400000,7.8,"Drama"
"Testament of Tom Jacoby, The",3000,9.4,"Short"
"Tevya",70000,6.4,"Drama"
"Texas Chain Saw Massacre, The",140000,7,"None"
"Texas Chainsaw Massacre 2, The",4700000,4.6,"None"
"Texas Chainsaw Massacre, The",9200000,5.9,"Action"
"Texas Rangers",38000000,5.1,"Drama"
"Thank God He Met Lizzie",2500000,5.9,"Mixed"
"Thank God It's Friday",2200000,3.5,"Comedy"
"Thanksgiving",150000,7.9,"Mixed"
"That 70's Matrix",1200,3.9,"Mixed"
"That Cold Day in the Park",500000,6.2,"Drama"
"That Little Monster",30000,6.6,"Comedy"
"That Thing You Do!",2500000,6.6,"Mixed"
"Thaw",15000,8.2,"Mixed"
"Thelma & Louise",16500000,7.3,"Mixed"
"Theodore Rex",33000000,2.2,"Comedy"
"Therapy Group",1000,6.1,"Mixed"
"There Goes My Baby",10500000,6.1,"Mixed"
"There's Always Vanilla",90000,3.2,"Drama"
"There's Something About Mary",23000000,7.2,"Mixed"
"They",17000000,4.4,"None"
"They Call Him Sasquatch",1000000,6.5,"Comedy"
"They Came to Cordura",4000000,6.3,"None"
"They Died with Their Boots On",2200000,7.1,"Mixed"
"They Drive by Night",500000,7.3,"Drama"
"They Live",4000000,6.5,"Action"
"Thief of Bagdad, The",2000000,7.9,"Action"
"Thief of Hearts",9000000,5.1,"Drama"
"Thief, The",1000,7.3,"Mixed"
"Thieves Like Us",800000,7,"Drama"
"Thin Line Between Love and Hate, A",8000000,4.4,"Mixed"
"Thin Man Goes Home, The",1000000,7.1,"Mixed"
"Thin Red Line, The",52000000,7.2,"Mixed"
"Thing Called Love, The",14000000,6,"Mixed"
"Thing, The",10000000,7.8,"Action"
"Things to Do in Denver When You're Dead",8000000,6.6,"Mixed"
"Thir13en Ghosts",20000000,5.1,"Comedy"
"Thirteen",1500000,7.1,"Drama"
"Thirteen Conversations About One Thing",3000000,7.2,"Drama"
"Thirteen Days",80000000,7.4,"Drama"
"Thirteenth Floor, The",16000000,6.4,"None"
"This Divided State",10000,5.5,"Documentary"
"This Is Elvis",5000000,6.2,"Mixed"
"This Is Not a Love Story",1000000,4.2,"Mixed"
"This Island Earth",800000,5.4,"None"
"This Love of Ours",2000000,5.3,"Drama"
"This Property Is Condemned",4000000,6.4,"Mixed"
"This Space Between Us",1290000,4.3,"Mixed"
"Thomas Crown Affair, The",4300000,6.7,"Mixed"
"Thomas Crown Affair, The",48000000,6.7,"Mixed"
"Thomas and the Magic Railroad",19000000,4.2,"None"
"Thoroughly Modern Millie",6000000,6.6,"Comedy"
"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",5600000,6.7,"Mixed"
"Three Barbecues: A Blackened Comedy",25000,9.8,"Comedy"
"Three Bewildered People in the Night",5000,5.7,"Drama"
"Three Faces West",100000,5.1,"Mixed"
"Three Fugitives",15000000,5.5,"Mixed"
"Three Kings",48000000,7.3,"Mixed"
"Three Little Pigs",15720,7.9,"Mixed"
"Three Smart Girls",326000,7.1,"Comedy"
"Three Stooges in Orbit, The",450000,5.5,"Comedy"
"Three on a Meathook",20000,3,"None"
"Three to Tango",20000000,6,"Mixed"
"Thrill Kill Jack in Hale Manor",10000,7.7,"Action"
"Thunder Afloat",1000000,6,"Mixed"
"Thunder in Guyana",150000,9.3,"Documentary"
"Thunderball",9000000,6.8,"Action"
"Thunderbirds",57000000,4.4,"Mixed"
"Thunderbolt and Lightfoot",4000000,6.8,"Mixed"
"Thunderpants",7000000,4.2,"Comedy"
"Tickle Me",1480000,4.4,"Comedy"
"Tigger Movie, The",20000000,6.1,"Mixed"
"Tigre de Santa Julia, El",2000000,6.1,"Mixed"
"Till the Clouds Roll by",2841000,6.5,"None"
"Tillie's Punctured Romance",50000,6.3,"Comedy"
"Time Bandits",5000000,6.9,"Comedy"
"Time Changer",825000,4.5,"Drama"
"Time Machine, The",750000,7.3,"None"
"Time Machine, The",80000000,5.5,"Action"
"Time Out",45000,7,"Mixed"
"Time Travelers, The",250000,5.2,"None"
"Time Walker",750000,2.4,"None"
"Time of Fear",800000,5.1,"None"
"Time to Kill, A",40000000,6.9,"Drama"
"Timecode",4000000,6.2,"Mixed"
"Timeline",80000000,5.2,"None"
"Tin Cup",45000000,6.2,"Mixed"
"Tin Men",11000000,6.4,"Mixed"
"Tingler, The",250000,6.5,"None"
"Tis the Season",10000,9,"Short"
"Titan A.E.",75000000,6.4,"Mixed"
"Titanic",200000000,6.9,"Mixed"
"Titus Andronicus",16000,3.3,"Drama"
"To Catch a Thief",2500000,7.4,"Romance"
"To Die For",20000000,6.7,"Mixed"
"To Kill a King",14300000,6.1,"Drama"
"To Kill a Mockingbird",2000000,8.5,"Drama"
"To Sir, with Love",640000,7.4,"Drama"
"Toast of New York, The",1072000,6.9,"Mixed"
"Today Was Thursday",1000,9.4,"Mixed"
"Tokyo Breakfast",25000,7.5,"Mixed"
"Tom Horn",3000000,6.4,"None"
"Tom Jones",1000000,7.2,"Mixed"
"Tomcats",11000000,4.7,"Comedy"
"Tommy",5000000,6.1,"Drama"
"Tomorrow Never Dies",110000000,6.4,"Action"
"Tong Man, The",350000,6.5,"Drama"
"Too Late Blues",375000,6.6,"Drama"
"Toolbox Murders, The",185000,4.3,"None"
"Tooth",12000000,4.3,"None"
"Top Banana",150000,5.8,"Mixed"
"Top Dog",6000000,3.3,"Mixed"
"Top Gun",15000000,6.5,"Mixed"
"Top Hat",609000,7.8,"Mixed"
"Topaz",4000000,6.1,"Drama"
"Topo, El",400000,7.3,"None"
"Tora! Tora! Tora!",25000000,7.4,"Mixed"
"Torn Apart",1500000,2.5,"Drama"
"Torn Curtain",6000000,6.5,"None"
"Torque",40000000,3.2,"Action"
"Torrent",250000,7.2,"Mixed"
"Total Recall",65000000,7.2,"Action"
"Touch of Evil",829000,8.4,"None"
"Touch, The",20000000,4.5,"Mixed"
"Tough Guys Don't Dance",5000000,4.8,"Mixed"
"Tovarich",1400000,7.2,"Comedy"
"Tower of Evil",400000,4.3,"None"
"Towering Inferno, The",14000000,6.4,"Mixed"
"Town & Country",90000000,4.5,"Comedy"
"Toxic Avenger, Part II, The",2300000,4.2,"Mixed"
"Toy Story",30000000,7.9,"Mixed"
"Toy Story 2",90000000,8.1,"Mixed"
"Track 29",5000000,5.5,"Drama"
"Tracks",1000000,5,"Drama"
"Trader Horn",1320000,6.8,"None"
"Traffic",48000000,7.8,"Drama"
"Traffic in Souls",5700,6.2,"Drama"
"Trafico, El",1000,9.2,"Mixed"
"Trail of '98, The",2000000,8.2,"Mixed"
"Train, The",6700000,7.7,"Action"
"Training Day",45000000,7.3,"Drama"
"Trainspotting",3500000,8,"Drama"
"Trance",4000000,3.9,"None"
"Trancers",400000,6.1,"Action"
"Trap, The",75000,6.2,"None"
"Trapeze",4000000,6.6,"Drama"
"Trapped",2000000,4.7,"None"
"Trapped",30000000,6,"None"
"Trash",25000,6.7,"Drama"
"Trauma",69000,4.4,"None"
"Trauma",7000000,5.5,"None"
"Travellers and Magicians",1800000,7.2,"Drama"
"Treasure Planet",140000000,6.6,"Mixed"
"Treasure of the Sierra Madre, The",3800000,8.4,"Mixed"
"Trees Lounge",1300000,7.1,"Mixed"
"Trekkies",375000,6.9,"Documentary"
"Tremors",10000000,6.9,"Comedy"
"Tri istorii",500000,7.3,"Comedy"
"Trial of Billy Jack, The",7800000,4,"Mixed"
"Tribute",8400000,5.7,"Mixed"
"Trigger Effect, The",8000000,5.4,"Mixed"
"Triggermen",12000000,5.8,"Comedy"
"Trio",1200000,4.7,"None"
"Triplettes de Belleville, Les",8000000,7.7,"Mixed"
"Triumph of Love, The",5000000,5.7,"Mixed"
"Trois",200000,3.1,"None"
"Trois 3: The Escort",1000000,4.8,"Drama"
"Trollywood",1000000,9.6,"Documentary"
"Tromeo and Juliet",350000,5.8,"Mixed"
"Tron",17000000,6.4,"Action"
"Trona",5000,8,"Drama"
"Trotsky",1500000,4.3,"Drama"
"Trouble in Paradise",519706,8.1,"Mixed"
"Trouble with Harry, The",1200000,7.3,"Comedy"
"Trouble with Lou, The",90000,6,"Mixed"
"Troy",185000000,7.1,"Mixed"
"Truce, The",10000,7.8,"Short"
"True",1000,7.3,"Short"
"True Lies",100000000,7,"Mixed"
"True Romance",12500000,7.7,"Mixed"
"Truman Show, The",60000000,7.7,"Mixed"
"Truth or Dare? - A Critical Madness",200000,4.7,"None"
"Tuck Everlasting",15000000,6.5,"Mixed"
"Tucker: The Man and His Dream",25000000,6.8,"Drama"
"Tui shou",400000,7.1,"Mixed"
"Tulse Luper Suitcases, Part 1: The Moab Story, The",10000000,6.6,"Mixed"
"Tumbleweeds",312000,6.9,"None"
"Tumbleweeds",312000,6.9,"Mixed"
"Tumbling Tumbleweeds",12500,8.2,"None"
"Tunnel Vision",250000,4.8,"Comedy"
"Tunnel, Der",7100000,8.2,"Drama"
"Turetskii gambit",4000000,6.9,"Action"
"Turkey Shoot",3200000,4.2,"Action"
"Turn It Up",9000000,4.3,"Mixed"
"Turning Paige",1000000,6.9,"Drama"
"Tusk",1500000,5,"Drama"
"Tuxedo, The",60000000,5.1,"Mixed"
"Twelve Monkeys",29000000,7.9,"Drama"
"Twelve Steps Outside",25000,8.3,"Comedy"
"Twice Today",40000,8.2,"Drama"
"Twilight People, The",150000,3.1,"None"
"Twilight Zone: The Movie",10000000,6,"None"
"Twilight's Last Gleaming",6200000,6.6,"None"
"Twin Falls Idaho",500000,7.1,"Drama"
"Twin Peaks: Fire Walk with Me",10000000,6.5,"Drama"
"Twin Town",3300000,6.1,"Mixed"
"Twins",15000000,5.9,"Comedy"
"Twist",350000,6,"Drama"
"Twister",92000000,5.9,"Mixed"
"Two Can Play That Game",6000000,5.8,"Mixed"
"Two Girls and a Guy",1000000,5.6,"Mixed"
"Two Lords",2500,9.5,"Mixed"
"Two Story House",3000,8,"Short"
"Two Thousand Maniacs!",65000,5,"None"
"Two Weeks Notice",60000000,5.8,"Mixed"
"Two for the Road",4000000,7.3,"Mixed"
"Two-Faced Woman",316000,5.9,"Mixed"
"Two-Lane Blacktop",850000,6.7,"Drama"
"U Turn",19000000,6.5,"Drama"
"U-571",62000000,6.5,"Mixed"
"U.S. Marshals",60000000,6.1,"Mixed"
"UFO: Target Earth",75000,3.5,"None"
"UHF",5000000,6.6,"Comedy"
"Uccello dalle piume di cristallo, L'",500000,6.8,"None"
"Ulee's Gold",2700000,7.1,"Drama"
"Ultimo tango a Parigi",1250000,6.9,"Mixed"
"Ulzana's Raid",1200000,7,"None"
"Uma Aventura do Zico",5300000,2.3,"None"
"Umanoide, L'",7000000,3.1,"None"
"UnConventional",50000,4.6,"Documentary"
"Unbelievable Truth, The",3300,7.4,"Mixed"
"Unbreakable",75000000,7.1,"Drama"
"Uncivilized",1000000,4.8,"Action"
"Uncle Sam",2000000,3.3,"None"
"Uncle Tom's Cabin",1500000,7.7,"Drama"
"Unconquered",5000000,6.5,"None"
"Uncovered: The Whole Truth About the Iraq War",50000,7.9,"Documentary"
"Undead, The",70000,3.8,"None"
"Under Siege",12000000,6.1,"Mixed"
"Under Siege 2: Dark Territory",60000000,4.9,"Mixed"
"Under Suspicion",25000000,6.4,"Drama"
"Under Two Flags",1500000,6.6,"None"
"Under the Rainbow",20000000,4.8,"Comedy"
"Under the Skin",1000000,6.5,"Drama"
"Under the Tuscan Sun",18000000,6.7,"Mixed"
"Undercover Brother",25000000,6,"Mixed"
"Underneath",6500000,6.3,"Drama"
"Underwater City, The",350000,4.9,"None"
"Underwater!",3500000,5.3,"None"
"Undisputed",20000000,5.6,"Mixed"
"Une chance sur deux",32000000,5.6,"Mixed"
"Une femme est une femme",160000,7.7,"Mixed"
"Unendliche Geschichte, Die",27000000,7.2,"None"
"Unfaithful",50000000,6.6,"Drama"
"Unforgettable",18000000,5.7,"None"
"Unforgiven, The",5000000,6.8,"Drama"
"Unholy Three, The",103000,7.3,"Drama"
"Union Pacific",1000000,7,"Drama"
"Union in Wait, A",15000,6.7,"Mixed"
"Universal Soldier",23000000,5.2,"Action"
"University Heights",10000,7.9,"Drama"
"Unmade Beds",1000000,6.7,"Documentary"
"Unsaid, The",22000000,6.5,"None"
"Unstoppable",15000000,4.8,"Mixed"
"Untold, The",3000000,3.8,"Action"
"Untouchables, The",25000000,7.9,"Drama"
"Up 'n' Under",1000000,5.2,"Comedy"
"Up Close & Personal",60000000,5.7,"Mixed"
"Up in Arms",2000000,6.5,"Comedy"
"Upside of Anger, The",13200000,7.2,"Mixed"
"Upstairs Neighbour, The",100000,6.1,"None"
"Uptown Saturday Night",3000000,5.9,"Comedy"
"Urban Ghost Story",300000,5.3,"Drama"
"Urban Legend",14000000,5.1,"None"
"Urban Legends: Final Cut",15000000,3.8,"None"
"Urban Relics",500000,8.3,"Comedy"
"Urbania",225000,6.9,"Drama"
"Usher",55000,7.3,"Drama"
"Usual Suspects, The",6000000,8.7,"None"
"Utomlyonnye solntsem",2800000,7.6,"Drama"
"V leru",250000,7,"Mixed"
"V.D.",1000,3.5,"Drama"
"V.I.P.s, The",4000000,6.2,"Drama"
"Vacant Lot",75000,6.1,"Mixed"
"Vakvagany",20000,6.3,"Documentary"
"Valence Theory",100000,5.3,"Action"
"Valentine",10000000,4.2,"None"
"Valley Girl",350000,5.9,"Mixed"
"Valley of Decision, The",2160000,7.4,"Drama"
"Valley of the Dolls",5000000,5.5,"Drama"
"Vampire in Brooklyn",14000000,4.4,"Mixed"
"Vampires",20000000,5.6,"Action"
"Van Helsing",160000000,5.4,"Action"
"Van Wilder",6000000,5.8,"Comedy"
"Vanilla Sky",68000000,6.9,"Mixed"
"Vanishing Point, The",2000,9,"Short"
"Vanity Fair",23000000,6.1,"Mixed"
"Varsity Blues",16000000,6,"Drama"
"Vatel",36000000,6.4,"Mixed"
"Vault, The",100000,2.4,"Action"
"Veer-Zaara",7000000,7.2,"Mixed"
"Velocity of Gary, The",4000000,4.7,"Mixed"
"Velvet and Rat Skins",2000,9.4,"Mixed"
"Vendetta",4000000,6,"Drama"
"Venus in Furs",8500,2.1,"Drama"
"Vera Cruz",3000000,7,"None"
"Veronica Guerin",17000000,6.8,"Drama"
"Veronika's Birthday",15000,9.2,"Mixed"
"Versace Murder, The",4000000,3.6,"Drama"
"Vertical Limit",75000000,5.6,"Action"
"Vertigo",2479000,8.5,"Mixed"
"Very Bad Things",10000000,5.8,"Comedy"
"Very Brady Sequel, A",15000000,5.3,"Comedy"
"Vicious Sweet, The",3000,3.2,"None"
"Victim, The",15000,9.8,"Short"
"Victoria para chino",12000,6.8,"Mixed"
"Victory Through Air Power",788000,7.4,"Mixed"
"Videodrome",5952000,7,"None"
"View to a Kill, A",30000000,5.9,"Action"
"Vikings, The",5000000,6.9,"Action"
"Village of the Damned",200000,7.3,"None"
"Village of the Damned",7000000,5.1,"None"
"Village, The",60000000,6.6,"Drama"
"Vindicator, The",4210000,4.3,"Action"
"Violon rouge, Le",10000000,7.8,"Mixed"
"Virgin Suicides, The",6000000,7.2,"Drama"
"Virginian, The",425000,6.8,"None"
"Virtuosity",30000000,5.3,"Action"
"Visage, The",60000,7.2,"Short"
"Visceral Matter",60000,7,"Short"
"Viva Sapato!",1000000,6.8,"Comedy"
"Viva Villa!",1022000,6.8,"None"
"Vivacious Lady",703000,7,"Mixed"
"Vivre sa vie: Film en douze tableaux",64000,7.4,"Drama"
"Vixen!",76000,5.4,"Drama"
"Vizontele",2500000,7.8,"Mixed"
"Vizontele Tuuba",3000000,5.6,"Mixed"
"Voditel dlya Very",3300000,7.7,"Drama"
"Voice Inside, The",1000,8.9,"Short"
"Voice in the Wind, A",50000,5.4,"Drama"
"Volcano",90000000,5.2,"Mixed"
"Voodoo Woman",65000,3.3,"None"
"Vor",2000000,7.2,"Drama"
"Vortex",80000,4,"None"
"Voyna i mir",100000000,8.5,"Drama"
"W pustyni i w puszczy",4200000,5.9,"None"
"Wag the Dog",15000000,7,"Comedy"
"Wait Until Dark",4000000,7.7,"Drama"
"Waiting for Guffman",4000000,7.6,"Comedy"
"Waiting to Exhale",15000000,5.1,"Mixed"
"Wake of the Red Witch",1200343,6.1,"Mixed"
"Waking Ned",3000000,7.3,"Comedy"
"Walk Don't Walk",5000000,7.6,"Mixed"
"Walk in the Clouds, A",20000000,6.2,"Mixed"
"Walk in the Sun, A",800000,7.8,"Drama"
"Walk on the Moon, A",14000000,6.6,"Mixed"
"Walk to Remember, A",11000000,6.8,"Mixed"
"Walker",5800000,5.2,"Action"
"Walking Across Egypt",4500000,6.9,"Drama"
"Walking Dead, The",217000,6.7,"None"
"Walking Tall",500000,6.3,"Mixed"
"Walking Tall",56000000,5.9,"Mixed"
"Walking and Talking",1000000,6.6,"Mixed"
"Wall Street",15000000,7.2,"Drama"
"War Effort, The",15000,8.7,"Comedy"
"War Hunt",300000,6.3,"Drama"
"War Is Hell",47000,5.3,"None"
"War Lord, The",3500000,6.8,"Drama"
"War and Peace",6000000,6.6,"Mixed"
"War of the Worlds, The",2000000,7.2,"Drama"
"WarGames",12000000,6.9,"Drama"
"Warlock",7000000,5.7,"Action"
"Warlock: The Armageddon",3000000,4.6,"None"
"Warm December, A",3000000,4.4,"Drama"
"Warning, The",6500,7,"Short"
"Warriors of Virtue",35000000,3.6,"Action"
"Wash, The",4000000,3.7,"Comedy"
"Wasp Woman, The",50000,4.2,"None"
"Watcher, The",33000000,5.2,"None"
"Waterborne",198000,7.6,"Drama"
"Waterboy, The",23000000,5.5,"Comedy"
"Waterloo Bridge",251289,8.3,"Drama"
"Waterworld",175000000,5.4,"Mixed"
"Way Down East",700000,7.9,"Mixed"
"Way Out West",20000,4.8,"Mixed"
"Way of the Gun, The",9000000,6.5,"None"
"Way of the Vampire",1000000,3,"None"
"Wayward Son",7700000,5.1,"Drama"
"We Don't Live Here Anymore",3000000,6.1,"Drama"
"We Were Soldiers",75000000,7.1,"Mixed"
"We Were Strangers",900000,6.2,"Mixed"
"We're No Angels",1685000,7.3,"Comedy"
"We're No Angels",20000000,5.4,"Comedy"
"Weapon of Mass Destruction",25000,8.2,"Mixed"
"Wedding Advice: Speak Now or Forever Hold Your Peace",150000,9.1,"Documentary"
"Wedding Date, The",15000000,5,"Mixed"
"Wedding March, The",1000000,8.5,"Drama"
"Wedding Party, The",43000,5.2,"Comedy"
"Wedding Planner, The",35000000,4.9,"Mixed"
"Wedding Toast, The",22000,8.8,"Mixed"
"Wednesday Afternoon",40000,8.3,"Mixed"
"Weed: Or, A Cancer in the Community",4750,8.2,"Mixed"
"Week End",250000,7.2,"Drama"
"Weekend of Shadows",500000,6.6,"Drama"
"Weight of Water, The",16000000,6,"None"
"Welcome Danger",979828,6.8,"Comedy"
"Welcome to Collinwood",12000000,6.1,"Comedy"
"Welcome to Mooseport",26000000,5.3,"Comedy"
"Welcome to Sarajevo",9000000,6.8,"Drama"
"Welcome to the Dollhouse",800000,7.4,"Mixed"
"Well, The",3000000,6.2,"Drama"
"Wells Fargo",1500000,7,"None"
"Werewolf",350000,2,"None"
"Wesley Cash",20000,8.2,"Action"
"West Bank Story",74000,7.6,"Short"
"West Beyrouth",800000,7.3,"Drama"
"West Side Story",6000000,7.8,"Mixed"
"Westerner, The",2000000,7.8,"None"
"Westward Ho",35000,4,"Drama"
"What Did You Do in the War, Daddy?",7000000,6.1,"Comedy"
"What Dreams May Come",85000000,6.3,"Mixed"
"What Ever Happened to Baby Jane?",980000,7.7,"Mixed"
"What Happened Was...",120000,7,"Mixed"
"What Is Funny?",30000,9.5,"Short"
"What Lies Beneath",90000000,6.6,"Drama"
"What Planet Are You From?",50000000,5.6,"Comedy"
"What Price Glory",360000,7.6,"Mixed"
"What Price Hollywood?",411676,7.2,"Drama"
"What Women Want",65000000,6.4,"Mixed"
"What a Girl Wants",20000000,5.7,"Mixed"
"What's Eating Gilbert Grape",11000000,7.6,"Mixed"
"What's the Worst That Could Happen?",45000000,5,"Comedy"
"Whatever It Takes",15000000,5.2,"Mixed"
"When Harry Met Sally...",16000000,7.7,"Mixed"
"When Strangers Marry",50000,7,"None"
"When Time Ran Out...",20000000,3.5,"None"
"When Tyrants Kiss",4000,8.1,"None"
"When Worlds Collide",936000,6.6,"None"
"When Zachary Beaver Came to Town",3000000,7.9,"Drama"
"When a Stranger Calls",740000,6.1,"None"
"Where the Heart Is",15000000,6.4,"Mixed"
"Where the Money Is",18000000,6.2,"Mixed"
"Where's Marlowe?",3500000,6.2,"Comedy"
"Which Way Is Up?",3200000,5.7,"Comedy"
"While You Were Sleeping",17000000,6.5,"Mixed"
"Whipped",3000000,4.4,"Mixed"
"Whisky",500000,8,"Comedy"
"Whispering Chorus, The",72500,6.3,"Drama"
"Whistlin' Dixie",5000,9.6,"Mixed"
